# Mass density, Pressure, Baryonic density
# Mev/fm^3, Mev/fm^3, fm^-3
5.349e+15, 6.9711722e+35, 1e+39
5.33117e+15, 7.0384646e+35, 1e+39
5.31334e+15, 7.105757e+35, 1e+39
5.29551e+15, 7.1730494e+35, 1e+39
5.27768e+15, 7.2371374e+35, 1e+39
5.25985e+15, 7.2996232e+35, 1e+39
5.24202e+15, 7.3605068e+35, 1e+39
5.22419e+15, 7.4197882e+35, 1e+39
5.20636e+15, 7.4774674e+35, 1e+39
5.18853e+15, 7.5351466e+35, 1e+39
5.1707e+15, 7.5896214e+35, 1e+39
5.15287e+15, 7.6440962e+35, 1e+39
5.13504e+15, 7.6953666e+35, 1e+39
5.11721e+15, 7.746637e+35, 1e+39
5.09938e+15, 7.7963052e+35, 1e+39
5.08155e+15, 7.8443712e+35, 1e+39
5.06372e+15, 7.890835e+35, 1e+39
5.04589e+15, 7.9356966e+35, 1e+39
5.02806e+15, 7.9805582e+35, 1e+39
5.01023e+15, 8.0222154e+35, 1e+39
4.9924e+15, 8.0638726e+35, 1e+39
4.97457e+15, 8.1039276e+35, 1e+39
4.95674e+15, 8.1423804e+35, 1e+39
4.93891e+15, 8.179231e+35, 1e+39
4.92108e+15, 8.2160816e+35, 1e+39
4.90325e+15, 8.25133e+35, 1e+39
4.88542e+15, 8.2849762e+35, 1e+39
4.86759e+15, 8.3170202e+35, 1e+39
4.84976e+15, 8.347462e+35, 1e+39
4.83193e+15, 8.3779038e+35, 1e+39
4.8141e+15, 8.4051412e+35, 1e+39
4.79627e+15, 8.4323786e+35, 1e+39
4.77844e+15, 8.459616e+35, 1e+39
4.76061e+15, 8.483649e+35, 1e+39
4.74278e+15, 8.507682e+35, 1e+39
4.72495e+15, 8.5301128e+35, 1e+39
4.70712e+15, 8.5525436e+35, 1e+39
4.68929e+15, 8.57177e+35, 1e+39
4.67146e+15, 8.5909964e+35, 1e+39
4.65363e+15, 8.6102228e+35, 1e+39
4.6358e+15, 8.6262448e+35, 1e+39
4.61797e+15, 8.6422668e+35, 1e+39
4.60014e+15, 8.6566866e+35, 1e+39
4.58231e+15, 8.6711064e+35, 1e+39
4.56448e+15, 8.683924e+35, 1e+39
4.54665e+15, 8.6951394e+35, 1e+39
4.52882e+15, 8.7063548e+35, 1e+39
4.51099e+15, 8.715968e+35, 1e+39
4.49316e+15, 8.723979e+35, 1e+39
4.47533e+15, 8.73199e+35, 1e+39
4.4575e+15, 8.7383988e+35, 1e+39
4.43967e+15, 8.7448076e+35, 1e+39
4.42184e+15, 8.7496142e+35, 1e+39
4.40401e+15, 8.7528186e+35, 1e+39
4.38618e+15, 8.756023e+35, 1e+39
4.36835e+15, 8.7576252e+35, 1e+39
4.35052e+15, 8.7576252e+35, 1e+39
4.33269e+15, 8.7576252e+35, 1e+39
4.31486e+15, 8.7576252e+35, 1e+39
4.29703e+15, 8.756023e+35, 1e+39
4.2792e+15, 8.7528186e+35, 1e+39
4.26137e+15, 8.7496142e+35, 1e+39
4.24354e+15, 8.7448076e+35, 1e+39
4.22571e+15, 8.740001e+35, 1e+39
4.20788e+15, 8.7335922e+35, 1e+39
4.19005e+15, 8.7255812e+35, 1e+39
4.17222e+15, 8.7175702e+35, 1e+39
4.15439e+15, 8.7095592e+35, 1e+39
4.13656e+15, 8.699946e+35, 1e+39
4.11873e+15, 8.6903328e+35, 1e+39
4.1009e+15, 8.6791174e+35, 1e+39
4.08307e+15, 8.667902e+35, 1e+39
4.06524e+15, 8.6550844e+35, 1e+39
4.04741e+15, 8.6406646e+35, 1e+39
4.02958e+15, 8.627847e+35, 1e+39
4.01175e+15, 8.611825e+35, 1e+39
3.99392e+15, 8.5974052e+35, 1e+39
3.97609e+15, 8.5813832e+35, 1e+39
3.95826e+15, 8.563759e+35, 1e+39
3.94043e+15, 8.5461348e+35, 1e+39
3.9226e+15, 8.5269084e+35, 1e+39
3.90477e+15, 8.5092842e+35, 1e+39
3.88694e+15, 8.4884556e+35, 1e+39
3.86911e+15, 8.4692292e+35, 1e+39
3.85128e+15, 8.4467984e+35, 1e+39
3.83345e+15, 8.4259698e+35, 1e+39
3.81562e+15, 8.403539e+35, 1e+39
3.79779e+15, 8.3811082e+35, 1e+39
3.77996e+15, 8.3570752e+35, 1e+39
3.76213e+15, 8.3330422e+35, 1e+39
3.7443e+15, 8.307407e+35, 1e+39
3.72647e+15, 8.2817718e+35, 1e+39
3.70864e+15, 8.2561366e+35, 1e+39
3.69081e+15, 8.2305014e+35, 1e+39
3.67298e+15, 8.203264e+35, 1e+39
3.65515e+15, 8.1744244e+35, 1e+39
3.63732e+15, 8.147187e+35, 1e+39
3.61949e+15, 8.1183474e+35, 1e+39
3.60166e+15, 8.0879056e+35, 1e+39
3.58383e+15, 8.059066e+35, 1e+39
3.566e+15, 8.0286242e+35, 1e+39
3.54817e+15, 7.9981824e+35, 1e+39
3.53034e+15, 7.9661384e+35, 1e+39
3.51251e+15, 7.9340944e+35, 1e+39
3.49468e+15, 7.9020504e+35, 1e+39
3.47685e+15, 7.8684042e+35, 1e+39
3.45902e+15, 7.834758e+35, 1e+39
3.44119e+15, 7.8011118e+35, 1e+39
3.42336e+15, 7.7674656e+35, 1e+39
3.40553e+15, 7.7322172e+35, 1e+39
3.3877e+15, 7.6969688e+35, 1e+39
3.36987e+15, 7.6617204e+35, 1e+39
3.35204e+15, 7.6248698e+35, 1e+39
3.33421e+15, 7.5896214e+35, 1e+39
3.31638e+15, 7.5527708e+35, 1e+39
3.29855e+15, 7.514318e+35, 1e+39
3.28072e+15, 7.4774674e+35, 1e+39
3.26289e+15, 7.4390146e+35, 1e+39
3.24506e+15, 7.4005618e+35, 1e+39
3.22723e+15, 7.362109e+35, 1e+39
3.2094e+15, 7.322054e+35, 1e+39
3.19157e+15, 7.281999e+35, 1e+39
3.17374e+15, 7.241944e+35, 1e+39
3.15591e+15, 7.201889e+35, 1e+39
3.13808e+15, 7.161834e+35, 1e+39
3.12025e+15, 7.1201768e+35, 1e+39
3.10242e+15, 7.0785196e+35, 1e+39
3.08459e+15, 7.0368624e+35, 1e+39
3.06676e+15, 6.9952052e+35, 1e+39
3.04893e+15, 6.953548e+35, 1e+39
3.0311e+15, 6.9102886e+35, 1e+39
3.01327e+15, 6.8670292e+35, 1e+39
2.99544e+15, 6.8237698e+35, 1e+39
2.97761e+15, 6.7805104e+35, 1e+39
2.95978e+15, 6.737251e+35, 1e+39
2.94195e+15, 6.6923894e+35, 1e+39
2.92412e+15, 6.6475278e+35, 1e+39
2.90629e+15, 6.6042684e+35, 1e+39
2.88846e+15, 6.5578046e+35, 1e+39
2.87063e+15, 6.512943e+35, 1e+39
2.8528e+15, 6.4680814e+35, 1e+39
2.83497e+15, 6.4216176e+35, 1e+39
2.81714e+15, 6.376756e+35, 1e+39
2.79931e+15, 6.3302922e+35, 1e+39
2.78148e+15, 6.2838284e+35, 1e+39
2.76365e+15, 6.2373646e+35, 1e+39
2.74582e+15, 6.1909008e+35, 1e+39
2.72799e+15, 6.1428348e+35, 1e+39
2.71016e+15, 6.096371e+35, 1e+39
2.69233e+15, 6.048305e+35, 1e+39
2.6745e+15, 6.0018412e+35, 1e+39
2.65667e+15, 5.9537752e+35, 1e+39
2.63884e+15, 5.9057092e+35, 1e+39
2.62101e+15, 5.8576432e+35, 1e+39
2.60318e+15, 5.807975e+35, 1e+39
2.58535e+15, 5.759909e+35, 1e+39
2.56752e+15, 5.711843e+35, 1e+39
2.54969e+15, 5.6621748e+35, 1e+39
2.53186e+15, 5.6141088e+35, 1e+39
2.51403e+15, 5.5644406e+35, 1e+39
2.4962e+15, 5.5147724e+35, 1e+39
2.47837e+15, 5.4651042e+35, 1e+39
2.46054e+15, 5.415436e+35, 1e+39
2.44271e+15, 5.3657678e+35, 1e+39
2.42488e+15, 5.3160996e+35, 1e+39
2.40705e+15, 5.2664314e+35, 1e+39
2.38922e+15, 5.2167632e+35, 1e+39
2.37139e+15, 5.1654928e+35, 1e+39
2.35356e+15, 5.1158246e+35, 1e+39
2.33573e+15, 5.0645542e+35, 1e+39
2.3179e+15, 5.014886e+35, 1e+39
2.30007e+15, 4.9636156e+35, 1e+39
2.28224e+15, 4.9123452e+35, 1e+39
2.26441e+15, 4.862677e+35, 1e+39
2.24658e+15, 4.8114066e+35, 1e+39
2.22875e+15, 4.7601362e+35, 1e+39
2.21092e+15, 4.7088658e+35, 1e+39
2.19309e+15, 4.6575954e+35, 1e+39
2.17526e+15, 4.606325e+35, 1e+39
2.15743e+15, 4.5550546e+35, 1e+39
2.1396e+15, 4.5037842e+35, 1e+39
2.12177e+15, 4.4525138e+35, 1e+39
2.10394e+15, 4.4012434e+35, 1e+39
2.08611e+15, 4.3483708e+35, 1e+39
2.06828e+15, 4.2971004e+35, 1e+39
2.05045e+15, 4.24583e+35, 1e+39
2.03262e+15, 4.1945596e+35, 1e+39
2.01479e+15, 4.141687e+35, 1e+39
1.99696e+15, 4.0904166e+35, 1e+39
1.97913e+15, 4.0391462e+35, 1e+39
1.9613e+15, 3.9862736e+35, 1e+39
1.94347e+15, 3.9350032e+35, 1e+39
1.92564e+15, 3.8821306e+35, 1e+39
1.90781e+15, 3.8308602e+35, 1e+39
1.88998e+15, 3.7779876e+35, 1e+39
1.87215e+15, 3.7267172e+35, 1e+39
1.85432e+15, 3.6738446e+35, 1e+39
1.83649e+15, 3.6225742e+35, 1e+39
1.81866e+15, 3.5697016e+35, 1e+39
1.80083e+15, 3.5184312e+35, 1e+39
1.783e+15, 3.4655586e+35, 1e+39
1.76517e+15, 3.4142882e+35, 1e+39
1.74734e+15, 3.3614156e+35, 1e+39
1.72951e+15, 3.308543e+35, 1e+39
1.71168e+15, 3.2572726e+35, 1e+39
1.69385e+15, 3.2044e+35, 1e+39
1.67602e+15, 3.1531296e+35, 1e+39
1.65819e+15, 3.100257e+35, 1e+39
1.64036e+15, 3.0489866e+35, 1e+39
1.62253e+15, 2.996114e+35, 1e+39
1.6047e+15, 2.9432414e+35, 1e+39
1.58687e+15, 2.891971e+35, 1e+39
1.56904e+15, 2.8390984e+35, 1e+39
1.55121e+15, 2.787828e+35, 1e+39
1.53338e+15, 2.7349554e+35, 1e+39
1.51555e+15, 2.683685e+35, 1e+39
1.49772e+15, 2.6308124e+35, 1e+39
1.47989e+15, 2.579542e+35, 1e+39
1.46206e+15, 2.5266694e+35, 1e+39
1.44423e+15, 2.475399e+35, 1e+39
1.4264e+15, 2.4225264e+35, 1e+39
1.40857e+15, 2.371256e+35, 1e+39
1.39074e+15, 2.3199856e+35, 1e+39
1.37291e+15, 2.267113e+35, 1e+39
1.35508e+15, 2.2158426e+35, 1e+39
1.33725e+15, 2.16297e+35, 1e+39
1.31942e+15, 2.1116996e+35, 1e+39
1.30159e+15, 2.0604292e+35, 1e+39
1.28376e+15, 2.0075566e+35, 1e+39
1.26593e+15, 1.9562862e+35, 1e+39
1.2481e+15, 1.9050158e+35, 1e+39
1.23027e+15, 1.8537454e+35, 1e+39
1.21244e+15, 1.8008728e+35, 1e+39
1.19461e+15, 1.7496024e+35, 1e+39
1.17678e+15, 1.698332e+35, 1e+39
1.15895e+15, 1.6470616e+35, 1e+39
1.14112e+15, 1.59531054e+35, 1e+39
1.12329e+15, 1.54387992e+35, 1e+39
1.10546e+15, 1.4924493e+35, 1e+39
1.08763e+15, 1.44101868e+35, 1e+39
1.0698e+15, 1.38958806e+35, 1e+39
1.05197e+15, 1.33831766e+35, 1e+39
1.03414e+15, 1.28704726e+35, 1e+39
1.01631e+15, 1.23577686e+35, 1e+39
9.9848e+14, 1.18450646e+35, 1e+39
9.8065e+14, 1.13323606e+35, 1e+39
9.6282e+14, 1.08212588e+35, 1e+39
9.4499e+14, 1.0310157e+35, 1e+39
9.2716e+14, 9.7990552e+34, 1e+39
9.0933e+14, 9.2895556e+34, 1e+39
8.915e+14, 8.7784538e+34, 1e+39
8.7367e+14, 8.2689542e+34, 1e+39
8.5584e+14, 7.7594546e+34, 1e+39
8.3801e+14, 7.249955e+34, 1e+39
8.2018e+14, 6.7404554e+34, 1e+39
8.0235e+14, 6.232558e+34, 1e+39
7.8452e+14, 5.7230584e+34, 1e+39
7.6669e+14, 5.215161e+34, 1e+39
7.4886e+14, 4.7072636e+34, 1e+39
7.3103e+14, 4.1993662e+34, 1e+39
7.132e+14, 3.693071e+34, 1e+39
6.9537e+14, 3.1851736e+34, 1e+39
6.7754e+14, 2.6788784e+34, 1e+39
6.5971e+14, 2.170981e+34, 1e+39
6.4188e+14, 1.6646858e+34, 1e+39
6.2405e+14, 1.1583906e+34, 1e+39
6.0622e+14, 6.520954e+33, 1e+39
5.8839e+14, 1.46088596e+33, 1e+39
